GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36
0500000US06069,06069,"San Benito County, California",34323,2681,63734,2757,63845,3501,69970,8973,54342,7270,85750,15206,82466,27457,98125,15285,69038,8095,50728,4551,42051,14028,68667,27579,52368,7824,22692,24559,71397,20913,88897,18021,40000,26409,18286,2294,26379,3597,74821,16811,29583,33601,89199,13135,12169,1644,21599,2520,13087,2514,27031,2936,24980,3313,30105,3834,41028,2117,17112,2559,50067,8888,47931,7130,26541,2027,37907,8612,30034,11151,19180,2019
0500000US06071,06071,"San Bernardino County, California",31113,249,53383,882,56251,1149,61416,1030,50518,1272,70222,2269,68088,4151,75200,2751,61959,3975,42406,1466,45543,2473,60472,3163,43488,2001,27954,3122,59806,3011,74261,2199,37440,1822,17816,469,22586,852,53464,5215,27442,2412,82447,3002,13294,580,19598,1009,13655,606,26636,418,22951,1158,29057,751,36492,683,17757,1671,35926,878,40360,1025,28108,909,28486,1223,39184,2092,20600,566
0500000US06073,06073,"San Diego County, California",36421,199,61652,334,65637,876,70502,1082,58529,1960,80365,1140,83440,2089,83207,2864,61897,1861,42388,925,40261,1349,78074,4768,40797,1004,35609,1798,63211,2325,77823,1784,38847,1428,19489,310,25765,811,50326,2442,27421,1770,81699,1451,16435,400,19702,494,15703,526,30338,318,28569,1119,30977,359,34654,1199,20138,888,32805,1291,40663,625,28343,724,31016,639,31120,741,20345,778
0500000US06075,06075,"San Francisco County, California",54314,867,82314,735,91635,1374,100313,1563,81625,916,96537,1984,103790,1887,90924,3633,67176,5431,58462,2762,46875,2410,104743,6914,46245,1634,60095,3300,86632,4223,97026,6907,52335,3098,22629,695,30405,2349,43470,4343,32612,5498,90859,22904,22037,619,26655,1095,17754,1165,43189,1763,46416,1698,41722,782,36037,3341,22318,10113,31972,2599,45661,2474,29583,1852,29688,1766,32735,3248,22294,2563
0500000US06077,06077,"San Joaquin County, California",31860,348,57482,2230,60962,1605,64508,1998,49402,4226,76659,4658,77568,5592,82109,7355,64861,11875,37508,3151,41906,2646,56082,10073,34970,3362,26880,7568,70577,4852,91357,2486,45035,6010,18098,703,23684,1563,57220,7820,25764,3515,84232,6050,13105,1089,20999,1010,13162,1044,29515,1571,25222,1720,31344,872,31540,724,17760,1474,37917,2287,45295,2017,30930,634,31127,1078,39856,1992,23397,1478
0500000US06079,06079,"San Luis Obispo County, California",33309,1367,54590,2224,56289,3541,59835,3891,51623,2743,65372,5398,62043,7027,70463,4915,47450,17149,37205,4043,39221,12952,59271,16470,41015,9786,25765,4164,70965,4835,87151,4124,45272,14606,18268,1130,24563,3561,75810,4430,50014,17932,82209,4858,14904,1511,18784,2032,15185,1346,27310,1660,26265,1855,28539,2235,37730,3699,25125,2979,41529,3195,46121,6127,30227,2017,32101,3292,34599,5044,20954,2593
0500000US06081,06081,"San Mateo County, California",49668,875,85792,1306,95327,2715,103769,1661,78244,3031,104216,1853,108971,4664,102736,2690,94706,6431,53108,2058,47368,5057,116707,16273,45599,2607,52022,3420,90114,4843,101483,1237,49730,3541,22339,519,35863,2331,59013,11403,34622,4244,104125,5407,19356,1182,22389,2129,19491,1202,38782,1440,36334,1717,40094,898,41509,849,19760,3444,40313,2059,47488,4413,33857,2875,36916,2376,36498,1583,26343,2437
0500000US06083,06083,"Santa Barbara County, California",30535,396,57290,2383,62158,1935,65502,3953,59160,3686,73096,4453,74057,7695,83452,3536,50204,7362,40011,3118,40625,5077,83322,5266,37203,2970,31242,2254,68295,3639,76472,7505,45718,5447,19558,823,27028,1732,54300,9205,27120,13288,74750,9142,15034,1072,22359,1250,15157,2157,26622,903,23050,1701,30189,1343,23863,1010,19579,740,32491,4030,39146,4697,27262,1250,31663,1327,31047,3298,20950,1518
0500000US06085,06085,"Santa Clara County, California",51693,291,92444,756,97947,2077,110780,1815,75702,1714,110364,1254,115953,2122,106798,1768,78486,5064,49262,2014,47327,3570,111730,11188,38497,2356,52270,2245,80334,2505,97085,5076,47747,2453,20688,326,31536,1010,41148,2462,30134,1626,100455,3697,17068,474,22343,701,15975,680,35014,825,32269,1374,35787,598,36886,814,20461,1094,35802,999,45338,2285,32058,410,35686,843,34060,2205,21964,991
0500000US06087,06087,"Santa Cruz County, California",32377,1333,60268,2466,70459,3937,74119,5863,60348,5458,76033,3750,83750,10675,80805,13527,52481,9709,37779,2864,39810,4931,80368,13460,38221,3700,23668,5105,69675,6580,81066,2556,37591,8124,18130,1275,29507,4389,70650,21829,25367,11958,82647,20345,15990,1511,19295,2231,13602,1759,26577,2023,27171,4253,26202,1958,26412,1237,17284,1888,40777,1764,36264,6687,28324,2764,27945,4883,31930,3533,23557,2762
0500000US06089,06089,"Shasta County, California",30687,463,44222,2459,46603,3948,50813,3577,40812,2229,51075,6183,43725,2881,68162,13471,52303,17984,34616,3576,37494,5278,84000,20889,29898,4870,24345,5060,63886,7143,83344,5477,35040,5853,16386,798,22348,1766,67159,12964,48636,17195,77030,6975,13014,1626,15793,1381,13352,1594,27358,1345,27426,2295,27325,1805,37917,3911,25725,6606,41168,2465,37100,4054,32131,2389,39574,5404,38956,4115,18111,2355
0500000US06091,06091,"Sierra County, California",30493,12648,62500,39182,100227,44040,82159,60417,-,**,62917,76423,-,**,43913,13162,-,**,30500,37758,30500,35757,-,**,47560,62412,-,**,-,**,-,**,-,**,16051,4881,25227,3703,16667,132286,-,**,-,**,11576,2518,15966,7295,6131,1800,26016,9359,25833,5371,36094,30223,40598,19548,-,**,36250,10802,95938,34280,23611,8669,45625,30143,22500,14344,11650,20888
0500000US06093,06093,"Siskiyou County, California",25560,1279,37990,5616,40088,8101,35833,11405,45270,8852,48438,10003,33646,1145,61875,46272,54886,9952,25326,5068,31759,11985,51875,70834,23083,4688,10536,8742,53558,7203,59500,7329,35104,9482,13013,1734,23225,3232,61719,8889,54856,25483,61813,7040,9292,2691,6794,3849,11116,1115,24357,1986,21836,5382,25473,2305,23855,3319,21373,1241,22060,4586,32052,9937,30298,4568,28750,10847,30987,4821,29000,11410
0500000US06095,06095,"Solano County, California",38391,1155,62117,1093,64844,2788,71030,3213,58344,2578,75676,4187,81705,7610,76930,5718,70329,8429,41117,1407,51458,4766,69628,8203,31442,2605,36494,6001,73957,4391,95415,4758,51126,4368,21738,751,29421,3033,64103,5250,34893,9524,86080,5617,15774,1200,23121,2942,15692,1558,30432,1122,21064,1364,35933,989,42226,2057,19527,2752,42217,2562,51350,2315,36234,1385,40189,2763,41562,2009,21678,2653
0500000US06097,06097,"Sonoma County, California",36470,471,60033,1366,64946,2048,67473,2966,61214,1553,70932,3468,69760,4722,81147,5888,58389,8556,44958,3072,44818,2764,80725,9704,41035,3612,40325,4092,67141,5167,82917,3216,45283,5016,20790,647,30041,2583,73661,18216,43672,6350,98889,13249,15825,905,22403,1141,17021,1625,31911,658,31868,1523,31935,671,36060,1564,22309,1639,39213,2450,46003,2311,30485,1331,31297,1122,36383,5386,23148,2126
0500000US06099,06099,"Stanislaus County, California",31464,378,54117,1923,58743,4504,62834,3799,51101,2444,62195,4384,63167,5854,66690,5681,49983,4761,42037,2513,40911,1998,66250,23863,46110,5015,30877,4017,67128,7887,89118,6894,40587,5302,18214,923,25281,2704,41006,7751,25436,4344,69294,4793,13543,1507,19630,1505,13867,1368,27020,819,22185,1707,30176,880,32037,1171,20049,1629,37147,3547,41997,2211,32705,1567,35390,1824,38809,3959,25724,1260
0500000US06101,06101,"Sutter County, California",30667,712,52066,3321,57167,7590,61745,7373,50422,7819,62074,6925,58836,7325,69654,17193,48897,30135,41964,6515,38839,14054,62321,13364,39875,12238,24408,13351,58938,17571,81725,8722,31784,4888,19842,1498,22362,3018,59609,12149,24934,31908,81111,29481,15316,2028,21762,4215,16168,2138,26400,1429,22337,2540,30154,3161,26964,2416,19398,2740,34074,2973,36417,4426,31076,1709,33213,3048,37395,7232,21265,5257
0500000US06103,06103,"Tehama County, California",27937,1524,40412,2870,41756,3403,41778,3312,41629,9886,53646,11842,60050,19585,74926,49672,48214,21706,27825,2789,37950,11458,57105,61622,26311,2866,16000,23395,62008,9339,62471,29598,35547,51435,17143,2200,12629,7153,51250,22549,30417,17592,61420,1226,15034,3189,18542,3483,12839,2579,23820,2493,21829,4816,25277,4331,32194,4769,23664,3724,42813,11887,44437,4841,34140,4588,37832,6368,41332,8777,30342,1809
0500000US06105,06105,"Trinity County, California",23012,3102,35839,7106,41214,5599,50640,16888,28750,6683,17396,9419,16771,4802,-,**,49167,28696,29583,11340,57750,11842,-,**,31552,8155,11287,11462,45594,29290,45563,31870,50208,73358,17360,3337,14091,3618,60089,2212,58221,30230,61741,17152,17766,2761,21750,9431,14160,8246,26185,6225,25987,14219,26282,8620,21806,12580,20694,20547,26250,18658,17266,28080,17974,19428,16208,44365,30083,18387,14354,26367
0500000US06107,06107,"Tulare County, California",25654,412,49592,1473,50940,2144,51945,3595,49202,3271,52009,2203,51849,2906,52107,3470,51250,22369,43323,3008,45314,4750,60897,14069,42602,3841,32731,11607,55752,7951,72161,6257,39690,3607,19209,938,24763,1498,66173,8895,23650,4681,77500,7804,13519,1026,19871,1375,15138,1158,24367,1164,21281,1106,26543,1287,16760,873,11824,606,31875,2536,37312,4265,26800,1088,28893,2586,37642,2526,19889,1403
0500000US06109,06109,"Tuolumne County, California",33651,3120,56971,5620,53891,7395,53750,7390,56250,38709,66250,33809,72000,75079,59701,49418,78359,37224,39681,9858,46582,12579,39211,84736,47643,14988,20375,22078,73574,6384,79000,5978,42656,28698,18849,2074,25896,3373,65798,15596,41282,10177,84659,11736,11564,1533,14306,4803,13889,10292,28022,4090,21409,6459,30219,3045,41536,4510,41200,8353,32188,17428,46103,10587,28474,3556,41250,25991,31101,7851,14236,13642
0500000US06111,06111,"Ventura County, California",35998,444,68095,1351,74504,2181,81464,1933,63950,3190,85763,2863,87847,4147,86354,5178,76804,8094,47320,1722,46138,1506,90813,9105,41738,1958,46831,5283,70783,2925,81243,1717,40262,2462,20213,473,26055,962,70603,8013,41292,5757,85420,4458,14872,755,21627,599,16599,1070,30941,518,30519,888,31214,577,25236,1086,16873,506,36450,2170,40332,1695,28805,1524,30396,1125,38600,3522,21082,774
0500000US06113,06113,"Yolo County, California",32847,1257,55254,2132,66392,3282,71483,2602,56200,3568,55394,4221,61478,3503,77724,11246,40205,4203,36871,4025,34802,6074,102487,4365,31969,3007,30141,9780,79083,5351,93764,7265,39048,16605,16670,998,23224,3557,39643,9255,25353,3320,89750,20465,11833,1292,22553,3801,12799,2341,29128,2514,24925,3952,30654,1010,30567,2940,19188,2609,32311,7046,42813,6297,30195,2452,27212,5463,35264,4843,24316,3325
0500000US06115,06115,"Yuba County, California",30824,1113,47017,5017,49420,6674,50398,7693,46250,8805,63688,9305,58563,13506,72292,34401,72604,46114,32743,8604,38354,5645,39917,12809,30735,13292,26696,16883,60682,16591,71617,3604,51189,16138,18977,2863,25693,5300,60330,33284,36411,19809,71895,11888,13216,2829,15066,2906,18153,8889,28745,2464,19817,3362,31044,905,35541,3200,20362,1787,38209,4229,41596,5443,30000,5757,32987,6023,41389,8722,20821,2563
0500000US08001,08001,"Adams County, Colorado",34503,644,53181,1262,59590,1900,62890,2299,52245,1545,66968,1615,67318,4785,69382,3582,46762,9925,37836,1976,41250,1815,56806,7065,34029,3949,35447,3891,51905,2157,61917,3935,41081,2578,18712,829,24755,1793,47995,6910,30201,1792,70401,3856,14934,1214,17525,1501,18246,1958,32018,727,30693,2117,32529,816,35997,1006,23333,8063,34732,2305,40926,1609,31943,873,31506,912,40299,2810,25841,1121
0500000US08003,08003,"Alamosa County, Colorado",22313,4719,36661,5488,52083,14766,66667,16569,35833,9547,40590,32144,-,**,60000,58250,9209,20846,16677,17113,13155,17683,105208,109047,22337,23300,"2,500-",***,38516,16199,51131,13787,34081,2993,12636,2357,25494,14290,52000,17700,25833,49708,52804,16290,10977,2420,17652,9568,4611,7320,20652,4977,18287,10926,21498,6003,33636,16113,17198,16573,41833,10090,31875,29838,20214,9595,19702,25990,22443,20113,19091,6802
0500000US08005,08005,"Arapahoe County, Colorado",38192,578,58195,1220,63169,1632,68530,2187,56202,1309,74842,1728,76271,1895,76751,2791,54420,5539,40437,1120,41596,1466,70527,7195,36273,2284,33851,3264,58285,2744,70012,2927,40014,4180,20828,412,27406,1510,42555,3572,31272,2642,68168,2324,16125,773,20035,1198,18635,2172,32599,733,32373,1253,32791,790,35451,1108,21210,2057,32025,887,41085,1764,30715,710,31717,1402,35050,2951,23289,1877
0500000US08007,08007,"Archuleta County, Colorado",27045,1373,38284,4708,41335,7850,42159,13948,40511,7416,71111,86062,16321,12208,81630,24109,-,**,26580,4384,29375,3940,-,**,24627,13919,25212,11479,41747,9760,41485,6203,55188,20170,15443,4289,20714,15270,31979,10920,19688,22611,42500,19754,10313,7567,21536,2983,12282,9193,26775,2866,31182,11176,26100,1325,25072,4560,25000,44729,23459,5306,26397,5634,22197,5080,24000,1176,16198,2561,14565,7187
0500000US08009,08009,"Baca County, Colorado",26890,1741,34698,3478,31473,7376,30804,6829,40313,3352,48333,22045,48472,528,-,**,21667,24642,33147,1612,31750,2126,-,**,33490,1386,-,**,60469,15111,56563,13374,209000,204634,10917,5009,24464,6768,50000,25712,-,**,40625,21125,8036,3623,11250,6507,7768,10127,21806,6001,28472,7042,18500,5909,29737,3385,28958,7223,30486,3320,26875,65227,27841,7373,28636,6803,28750,26173,19375,12686
0500000US08011,08011,"Bent County, Colorado",29517,1779,43333,2274,60069,27656,54375,25678,68750,44015,62500,30764,77708,91924,73393,21514,-,**,37895,5134,37813,44223,-,**,38375,6627,-,**,48750,12320,52935,3810,27981,13065,28265,806,29750,22213,29065,666,34792,4371,28971,517,8826,852,16250,12679,25250,24906,20167,2482,21875,10429,18710,5799,37083,15054,31563,12721,75667,65786,36583,9246,36250,28628,18250,18327,48482,8753,-,**
0500000US08013,08013,"Boulder County, Colorado",37426,785,60913,873,69924,3281,76629,3359,60853,2840,82055,1647,88433,3739,87590,4682,60172,9516,37401,1670,36292,2401,81233,15042,32483,2818,37139,3116,55261,3415,62843,3930,32439,5353,15180,1053,21802,1005,28665,10668,15985,12064,60391,15230,12415,915,17452,3181,11768,862,27364,1190,30863,1686,25907,1215,33459,2884,24914,7795,33008,2910,37132,5730,26717,1178,27129,1915,31865,1985,18938,2886
0500000US08014,08014,"Broomfield County, Colorado",48419,2293,67113,3256,78135,4556,81322,2388,67500,13282,84600,3862,85846,6627,87847,10153,73750,19034,42747,3190,43009,7534,72019,27492,37467,9543,41534,19765,52354,4113,61067,7802,41917,6073,18328,3161,27157,3315,51400,7849,31545,11004,69688,18727,15475,2474,20372,5033,12561,5090,35891,1737,38958,3638,33947,2429,43345,2407,-,**,46212,4031,42451,2382,38848,3049,45632,7912,39018,4153,25396,3680
0500000US08015,08015,"Chaffee County, Colorado",30238,1579,46272,4195,53426,11395,60276,12897,45677,7949,48864,23904,52917,43818,133125,24526,37054,25258,33533,7646,46417,7708,94167,124124,33478,8132,23352,12797,46531,6290,55491,10230,30547,16036,21023,3952,25833,11489,39234,6338,35879,14545,46500,9674,14630,9857,7460,6411,10795,7732,28227,3549,32813,13810,26615,3744,27372,4101,20682,11340,27770,4914,31000,8258,20802,6579,12229,13147,37059,7363,16900,5102
0500000US08017,08017,"Cheyenne County, Colorado",31389,3234,40590,3131,41293,4440,41202,5619,42083,19766,57500,16545,-,**,-,**,-,**,30313,6848,34464,3094,-,**,29167,10267,-,**,57083,14758,55000,7015,205781,190892,18000,5162,21875,23329,47083,21282,-,**,47083,21282,18571,759,14750,8647,3125,3054,28646,3466,43571,20885,25859,3118,29792,9550,20625,7210,49125,19859,38750,13157,34750,7416,26806,32431,35536,5921,37813,54690
0500000US08019,08019,"Clear Creek County, Colorado",40830,2192,58177,6532,61902,15640,58571,22500,63897,15963,62000,15487,79375,43400,61709,32117,61532,25371,49722,14661,43500,7280,66016,23354,51458,23060,"2,500-",***,50857,8641,60592,16254,40250,20304,27019,6155,80313,80117,65481,45082,39583,50531,81250,35262,21625,5792,21935,21781,19500,18531,31084,3746,21741,8238,34526,7351,35089,10717,-,**,34509,13429,37045,20327,37083,12828,43929,13055,43021,29730,21204,10783
0500000US08021,08021,"Conejos County, Colorado",29595,2994,41094,6220,49095,7163,48621,10636,65450,37944,54417,14552,63750,28767,-,**,53917,4267,32034,4327,29688,15669,41875,23511,31835,4030,-,**,45917,7783,47813,25723,45750,7040,18285,2902,20179,1550,62143,18803,75250,26937,47083,38593,6959,2426,30625,11861,17596,6841,23144,2825,20982,5096,24432,3061,32119,2146,19500,16929,33093,3844,35938,7496,32037,8746,31750,11733,40721,17965,26406,6905
0500000US08023,08023,"Costilla County, Colorado",24569,4595,31422,9357,35125,17495,31607,28743,-,**,-,**,-,**,-,**,-,**,26875,10404,25469,13588,-,**,10875,42492,60357,62353,42917,51797,19911,59313,75536,107739,22188,18301,30515,8681,-,**,-,**,-,**,7474,8209,31667,17788,-,**,17768,3825,19766,15365,16063,5958,25500,6116,20461,2003,25821,4197,35547,11658,17045,11239,21346,14344,27500,2668,6923,9613
0500000US08025,08025,"Crowley County, Colorado",19760,5136,34830,10680,25642,9080,25135,13395,38250,14514,-,**,-,**,-,**,-,**,34830,10096,55057,24851,-,**,29500,6851,-,**,54563,14736,54813,16225,28333,133857,15462,3515,15606,3761,32083,17228,67500,48462,31563,7535,4667,2524,18162,4771,4493,4808,18173,3444,14818,8492,19073,7065,30607,8365,-,**,33750,6315,40000,18027,17969,7503,26750,45379,14764,7728,15000,27153
0500000US08027,08027,"Custer County, Colorado",24577,4451,50781,12488,49643,24987,61250,30046,38750,8776,67589,39052,-,**,26953,113427,-,**,39313,16637,68750,33193,-,**,26250,39863,-,**,53750,50861,66442,13158,-,**,11146,7774,-,**,30507,47672,-,**,31588,900,9659,9825,7228,6892,-,**,17447,12998,26164,12747,16331,7222,22854,4100,-,**,20806,4272,24245,8260,17841,23373,4643,11374,17557,33045,33516,26201
0500000US08029,08029,"Delta County, Colorado",28585,3200,41734,4224,44191,9229,44559,8982,40000,18936,52771,6735,61125,77039,53646,1658,47875,32975,34634,7070,50848,25954,29861,111389,34384,6125,24205,19886,36903,4479,41490,7696,35710,5479,16677,2260,19617,5414,55222,7162,76691,41071,52396,9947,12430,3927,12193,6666,16121,7851,22216,2134,22422,8427,22132,1798,30773,7992,13427,5203,36489,15197,41413,22850,31268,6616,27235,10265,35865,7070,30515,19386
0500000US08031,08031,"Denver County, Colorado",38717,652,56892,831,61907,1083,65704,1584,56825,1372,71172,1119,74915,1978,70667,2552,53351,3435,42997,1403,39246,2516,87527,8727,39616,1303,40313,1803,60337,1660,64899,2329,39718,5584,20734,455,26021,2235,31350,2714,25490,1608,65160,13073,19440,1240,19331,1009,19847,1542,32723,1021,37081,1577,31316,532,32406,1380,26719,5783,31603,659,40919,1529,27872,1282,30194,1603,29481,1407,23212,1990
0500000US08033,08033,"Dolores County, Colorado",27386,4631,30625,26762,37656,43924,17308,25317,71354,656,-,**,-,**,-,**,-,**,25000,30006,36250,14193,-,**,26250,30653,5893,1478,70500,19604,-,**,-,**,16250,7999,"2,500-",***,-,**,-,**,-,**,19583,7674,12917,25453,25000,20514,30714,3483,30833,7292,30577,5699,24219,17007,21250,87038,24609,33242,21875,35405,29917,11066,29000,3876,36250,32482,-,**
0500000US08035,08035,"Douglas County, Colorado",56151,921,76410,958,87123,2312,97673,3354,74030,2343,91615,2139,94919,3403,91085,2907,65864,4217,42991,3715,45576,4928,100284,18063,37252,4015,40880,9809,67212,3424,72019,2682,47660,12552,21793,1264,22920,3174,70533,2126,56585,16704,72774,3543,11013,888,30262,1883,17461,4934,41459,1109,50228,1968,36300,1110,46853,2344,11820,3770,45277,4166,50521,3211,35740,3293,36104,4306,43730,5507,11713,9127
0500000US08037,08037,"Eagle County, Colorado",37224,1881,53294,2769,55504,3490,60156,7750,48472,6152,62143,31959,61652,39887,85521,36630,58301,32444,40646,3075,52634,4833,60294,22734,37000,5292,33108,12092,71580,14458,88167,29592,56644,21181,26327,1003,26845,4547,59643,17856,65625,38174,59583,15685,27800,3156,25193,2282,23032,5957,35228,4074,39052,4281,32908,2878,37854,4982,31122,463,34500,7393,45417,12466,36783,4639,33378,3026,42485,3977,12143,24828
0500000US08039,08039,"Elbert County, Colorado",45610,3124,62445,6132,69333,11370,73295,8005,58304,13267,90887,3753,90122,6439,100673,23071,44286,44575,37593,8439,44464,10214,80667,29898,36071,7975,30167,8556,46250,12441,54732,12424,36300,11390,19769,3153,25848,2969,61927,9167,56000,59182,63355,10876,10557,5164,19534,5281,21958,4948,39254,4453,49955,10883,36810,3041,45915,4940,15500,27149,41090,3669,63605,4954,41304,6613,47167,12836,42210,7669,15417,3525
0500000US08041,08041,"El Paso County, Colorado",34490,740,51956,645,57863,3162,63673,2806,51393,1724,80409,1430,80620,1629,82576,4613,57049,9374,36195,946,40130,2245,60188,6836,35539,1406,27290,3202,52636,1557,61468,1342,35873,1605,18122,646,24590,1356,43389,3514,32899,4539,54562,4858,12289,802,16753,1716,15634,1608,27983,864,27951,1941,27999,725,35735,1003,16267,2098,35114,1925,38360,3176,29039,1427,30346,1611,33629,3880,18013,2897
0500000US08043,08043,"Fremont County, Colorado",27719,3107,41640,2076,42055,2384,41361,2380,46417,6947,56583,15293,80000,57426,41250,57735,55917,12111,34710,2654,43950,8775,72019,42578,33734,5946,14444,16383,51176,4179,56150,5685,29167,20121,20936,1039,21447,2509,46016,4206,47625,23561,46000,3809,10099,4898,19919,5695,17101,2704,22232,2279,21277,3833,23180,4375,37643,3719,22000,19701,38150,6902,38634,4779,30497,5992,32422,6211,30410,8087,22750,16472
0500000US08045,08045,"Garfield County, Colorado",36848,881,50524,1879,55076,7125,56531,8945,52432,8035,54667,7940,65500,21681,55536,9758,47361,9363,40058,3657,41923,9191,51087,13907,39264,4170,30846,13848,68026,7594,70960,9349,47050,24448,21939,2000,28125,10779,43016,5193,40340,8750,53657,14392,18265,3962,20918,3544,17940,3390,35595,3033,31869,4322,37122,2449,39681,2614,21842,14682,37627,3133,42492,9347,32140,4841,29762,11094,35156,11717,33117,9415
0500000US08047,08047,"Gilpin County, Colorado",43352,8384,68846,18231,71667,13399,86197,27734,54340,9472,74889,37490,101743,28381,73655,373,-,**,29750,12888,31875,10694,-,**,30787,8441,7154,57879,36645,80455,125096,129047,-,**,21430,2825,-,**,12400,144636,11650,6374,-,**,22016,4911,16518,2363,24531,9079,31228,7690,28897,34370,31775,10394,51079,1053,-,**,51003,1344,51220,8300,48750,34216,70550,10358,16996,31894,26574,56724
0500000US08049,08049,"Grand County, Colorado",35345,3335,41215,1997,41719,7689,45000,11833,40635,21655,76083,32080,90392,45477,66500,219748,65893,47224,35915,7850,31648,10986,120250,122253,38125,14014,47000,35863,46310,16088,51964,23196,41960,18617,30000,5539,41458,27879,47028,8370,46429,13571,48500,23501,26904,4373,22014,14943,17154,12081,30129,4961,35272,13994,29030,3484,40610,2846,30786,11700,40827,2514,45720,9416,27273,13473,61250,85002,22708,9343,11827,25053
0500000US08051,08051,"Gunnison County, Colorado",26884,2668,37182,3058,37028,4189,35728,8731,48774,8593,61649,12523,60417,58671,65625,20882,49205,25058,35693,2727,37750,2018,44896,42174,33565,8809,35334,12608,47758,34892,33750,46112,48326,16641,14094,4440,23281,16702,42461,13491,40977,9903,55259,17252,16218,8073,9460,14542,4796,4129,23750,3401,24296,4378,21842,9156,31974,7017,31838,7349,32188,10076,31763,14233,24479,5537,18750,10953,27413,11497,7283,9073
0500000US08053,08053,"Hinsdale County, Colorado",30212,1591,37188,10800,41250,10935,43125,11598,29583,32526,-,**,-,**,-,**,-,**,31528,4857,21667,12434,-,**,33438,13182,23750,24384,-,**,-,**,-,**,11563,6308,-,**,-,**,-,**,-,**,4375,27664,10536,6161,-,**,25625,2677,21429,10169,30956,889,31083,3437,-,**,31500,5465,16719,21151,31563,192354,-,**,-,**,-,**
0500000US08055,08055,"Huerfano County, Colorado",25158,3427,40833,4281,41189,9196,40945,8863,51000,47428,93068,182216,8482,1136,-,**,"250,000+",***,38750,8949,7431,12775,-,**,40515,11266,-,**,42386,24095,61042,33893,7333,38986,9647,3612,-,**,36750,91775,-,**,-,**,11250,9204,8673,2361,8147,5989,23977,4387,15850,4298,28125,2532,35434,22098,-,**,21528,31843,36488,3218,35272,16212,13846,20205,68056,106595,-,**
0500000US08057,08057,"Jackson County, Colorado",31944,4630,46964,15373,43750,20696,41250,24552,47083,34411,69583,37753,-,**,-,**,90417,35180,50278,14202,-,**,-,**,43750,22585,-,**,36750,22081,-,**,36375,17501,14688,17286,-,**,-,**,-,**,-,**,11406,7560,24750,11154,-,**,20625,10899,6477,17124,24667,12358,34688,12117,22426,24177,39408,7859,6625,47276,40625,9906,27125,49849,41563,4799,-,**
0500000US08059,08059,"Jefferson County, Colorado",41806,322,61784,615,69023,2027,74700,2215,60655,1878,77912,2253,80814,2929,81333,2747,63852,4033,40712,713,42287,1854,72379,6204,36521,1173,38033,3350,59956,2955,66181,2109,39806,2285,20610,690,26935,996,54459,5165,32269,6893,62988,7415,15886,919,20714,1163,18733,1813,34291,1010,35845,1404,33388,1035,40966,966,28043,6846,37105,1358,47839,2017,34961,1449,37150,1339,35470,2709,22990,2929
0500000US08061,08061,"Kiowa County, Colorado",24831,4449,31484,5629,33214,10745,31458,15143,34107,7616,-,**,-,**,-,**,-,**,31750,4104,-,**,-,**,32500,8502,3750,55524,21250,23579,85833,43718,12212,11845,16129,1807,16087,1075,-,**,-,**,-,**,"2,500-",***,20250,10361,14375,2849,33125,25606,36667,44322,30625,27048,30688,2083,30865,1210,40288,23771,24583,10716,26250,15238,21875,23631,31250,9269,-,**
0500000US08063,08063,"Kit Carson County, Colorado",27417,3864,37455,6951,48333,6112,48654,4478,34000,9913,52574,35625,-,**,53750,12441,24375,25521,33017,2293,32250,11778,-,**,32917,2939,33958,31046,35729,12422,32250,15646,36500,57902,20067,7152,20234,37069,23889,1679,4792,57643,23972,1260,20962,4470,11466,7662,11196,4441,17421,8959,16282,3299,24313,6145,34750,9216,29250,20144,36554,21442,32276,28522,26038,3851,31339,7989,32143,15730,22316,5833
0500000US08065,08065,"Lake County, Colorado",33262,3308,41159,5202,42882,7600,42500,8776,43224,8397,68333,30137,77411,52943,37244,36790,-,**,35536,12875,-,**,-,**,38700,15648,27955,46635,42258,24554,-,**,41048,26442,21792,7773,42543,33853,62375,44106,33819,14658,75401,23448,11290,4677,27070,7456,11699,3407,20679,5865,17457,3381,28125,15658,36273,4209,-,**,34201,2008,39063,6062,33942,8097,37654,58300,33606,5262,-,**
